Adm_No,Date,Present
150,2026-07-01,False
151,2026-07-01,False
152,2026-07-01,True
153,2026-07-01,False
154,2026-07-01,True
155,2026-07-01,True
156,2026-07-01,True
157,2026-07-01,False
158,2026-07-01,True
159,2026-07-01,False
160,2026-07-01,False
161,2026-07-01,True
162,2026-07-01,True
163,2026-07-01,False
164,2026-07-01,True
165,2026-07-01,False
166,2026-07-01,False
167,2026-07-01,False
168,2026-07-01,False
169,2026-07-01,False
170,2026-07-01,True
171,2026-07-01,True
172,2026-07-01,False
173,2026-07-01,False
174,2026-07-01,False
175,2026-07-01,False
176,2026-07-01,True
177,2026-07-01,True
178,2026-07-01,True
179,2026-07-01,False
180,2026-07-01,False
181,2026-07-01,True
182,2026-07-01,True
183,2026-07-01,False
184,2026-07-01,False
185,2026-07-01,True
186,2026-07-01,False
187,2026-07-01,True
188,2026-07-01,True
189,2026-07-01,False
190,2026-07-01,False
191,2026-07-01,True
192,2026-07-01,False
193,2026-07-01,False
194,2026-07-01,False
195,2026-07-01,False
196,2026-07-01,True
197,2026-07-01,False
198,2026-07-01,True
199,2026-07-01,True
200,2026-07-01,False
201,2026-07-01,True
202,2026-07-01,False
203,2026-07-01,True
204,2026-07-01,False
205,2026-07-01,True
206,2026-07-01,True
207,2026-07-01,True
208,2026-07-01,False
209,2026-07-01,False
210,2026-07-01,True
211,2026-07-01,True
212,2026-07-01,True
213,2026-07-01,False
214,2026-07-01,False
215,2026-07-01,True
216,2026-07-01,False
217,2026-07-01,True
218,2026-07-01,False
219,2026-07-01,True
220,2026-07-01,False
221,2026-07-01,False
222,2026-07-01,False
223,2026-07-01,True
224,2026-07-01,True
225,2026-07-01,True
226,2026-07-01,True
227,2026-07-01,False
228,2026-07-01,True
229,2026-07-01,False
230,2026-07-01,False
231,2026-07-01,False
232,2026-07-01,True
233,2026-07-01,True
234,2026-07-01,False
235,2026-07-01,True
236,2026-07-01,True
237,2026-07-01,True
238,2026-07-01,True
239,2026-07-01,False
240,2026-07-01,False
241,2026-07-01,True
242,2026-07-01,False
243,2026-07-01,True
244,2026-07-01,True
245,2026-07-01,True
246,2026-07-01,True
247,2026-07-01,False
248,2026-07-01,False
249,2026-07-01,False
250,2026-07-01,False
251,2026-07-01,False
252,2026-07-01,False
253,2026-07-01,False
254,2026-07-01,False
255,2026-07-01,True
256,2026-07-01,False
257,2026-07-01,False
258,2026-07-01,True
259,2026-07-01,False
260,2026-07-01,True
261,2026-07-01,True
262,2026-07-01,True
263,2026-07-01,False
264,2026-07-01,False
265,2026-07-01,True
266,2026-07-01,True
267,2026-07-01,True
268,2026-07-01,False
269,2026-07-01,False
270,2026-07-01,True
271,2026-07-01,False
272,2026-07-01,True
273,2026-07-01,True
274,2026-07-01,False
275,2026-07-01,False
276,2026-07-01,False
277,2026-07-01,False
278,2026-07-01,False
279,2026-07-01,True
280,2026-07-01,False
281,2026-07-01,False
282,2026-07-01,False
283,2026-07-01,False
284,2026-07-01,True
285,2026-07-01,True
286,2026-07-01,False
287,2026-07-01,True
288,2026-07-01,False
289,2026-07-01,True
290,2026-07-01,False
291,2026-07-01,False
292,2026-07-01,False
293,2026-07-01,True
294,2026-07-01,False
295,2026-07-01,False
296,2026-07-01,True
297,2026-07-01,True
298,2026-07-01,False
299,2026-07-01,False
300,2026-07-01,True
301,2026-07-01,False
302,2026-07-01,False
303,2026-07-01,False
304,2026-07-01,True
305,2026-07-01,True
306,2026-07-01,True
307,2026-07-01,True
308,2026-07-01,True
309,2026-07-01,False
310,2026-07-01,True
311,2026-07-01,False
312,2026-07-01,True
313,2026-07-01,False
314,2026-07-01,True
315,2026-07-01,True
316,2026-07-01,True
317,2026-07-01,True
318,2026-07-01,True
319,2026-07-01,False
320,2026-07-01,False
321,2026-07-01,True
322,2026-07-01,False
323,2026-07-01,False
324,2026-07-01,False
325,2026-07-01,True
326,2026-07-01,True
327,2026-07-01,False
328,2026-07-01,True
329,2026-07-01,True
330,2026-07-01,True
331,2026-07-01,False
332,2026-07-01,True
333,2026-07-01,False
334,2026-07-01,True
335,2026-07-01,True
336,2026-07-01,False
337,2026-07-01,False
338,2026-07-01,False
339,2026-07-01,False
340,2026-07-01,False
341,2026-07-01,True
342,2026-07-01,False
343,2026-07-01,True
344,2026-07-01,True
345,2026-07-01,True
346,2026-07-01,False
347,2026-07-01,True
348,2026-07-01,True
349,2026-07-01,False
350,2026-07-01,False
351,2026-07-01,True
352,2026-07-01,False
353,2026-07-01,False
354,2026-07-01,False
355,2026-07-01,True
356,2026-07-01,True
357,2026-07-01,True
358,2026-07-01,False
359,2026-07-01,True
360,2026-07-01,False
361,2026-07-01,True
362,2026-07-01,True
363,2026-07-01,True
364,2026-07-01,True
365,2026-07-01,True
366,2026-07-01,False
367,2026-07-01,False
368,2026-07-01,True
369,2026-07-01,False
370,2026-07-01,False
371,2026-07-01,False
372,2026-07-01,True
373,2026-07-01,True
374,2026-07-01,False
375,2026-07-01,True
376,2026-07-01,False
377,2026-07-01,True
378,2026-07-01,False
379,2026-07-01,True
380,2026-07-01,True
381,2026-07-01,True
382,2026-07-01,True
383,2026-07-01,False
384,2026-07-01,False
385,2026-07-01,False
386,2026-07-01,True
387,2026-07-01,True
388,2026-07-01,False
389,2026-07-01,False
390,2026-07-01,True
391,2026-07-01,False
392,2026-07-01,True
393,2026-07-01,False
394,2026-07-01,True
395,2026-07-01,False
396,2026-07-01,True
397,2026-07-01,True
398,2026-07-01,False
399,2026-07-01,True
400,2026-07-01,False
401,2026-07-01,True
402,2026-07-01,True
403,2026-07-01,False
404,2026-07-01,True
405,2026-07-01,False
406,2026-07-01,False
407,2026-07-01,False
408,2026-07-01,False
409,2026-07-01,True
410,2026-07-01,True
411,2026-07-01,False
412,2026-07-01,False
413,2026-07-01,False
414,2026-07-01,True
415,2026-07-01,True
416,2026-07-01,True
417,2026-07-01,False
418,2026-07-01,False
419,2026-07-01,False
420,2026-07-01,True
421,2026-07-01,True
422,2026-07-01,True
423,2026-07-01,True
424,2026-07-01,False
425,2026-07-01,False
426,2026-07-01,True
427,2026-07-01,False
428,2026-07-01,False
429,2026-07-01,False
430,2026-07-01,True
431,2026-07-01,False
432,2026-07-01,True
433,2026-07-01,True
434,2026-07-01,True
435,2026-07-01,False
436,2026-07-01,False
437,2026-07-01,True
438,2026-07-01,False
439,2026-07-01,False
440,2026-07-01,False
441,2026-07-01,True
442,2026-07-01,True
443,2026-07-01,True
444,2026-07-01,True
445,2026-07-01,False
446,2026-07-01,False
447,2026-07-01,False
448,2026-07-01,True
449,2026-07-01,False
450,2026-07-01,True
451,2026-07-01,False
452,2026-07-01,False
453,2026-07-01,True
454,2026-07-01,False
455,2026-07-01,False
456,2026-07-01,False
457,2026-07-01,False
458,2026-07-01,False
459,2026-07-01,False
460,2026-07-01,False
461,2026-07-01,True
462,2026-07-01,True
463,2026-07-01,False
464,2026-07-01,True
465,2026-07-01,False
466,2026-07-01,True
467,2026-07-01,True
468,2026-07-01,True
469,2026-07-01,False
470,2026-07-01,True
471,2026-07-01,False
472,2026-07-01,False
473,2026-07-01,True
474,2026-07-01,False
475,2026-07-01,True
476,2026-07-01,True
477,2026-07-01,True
478,2026-07-01,True
479,2026-07-01,True
480,2026-07-01,False
481,2026-07-01,True
482,2026-07-01,True
483,2026-07-01,False
484,2026-07-01,False
485,2026-07-01,False
486,2026-07-01,False
487,2026-07-01,True
488,2026-07-01,False
489,2026-07-01,True
490,2026-07-01,True
491,2026-07-01,True
492,2026-07-01,True
493,2026-07-01,True
494,2026-07-01,True
495,2026-07-01,True
496,2026-07-01,False
497,2026-07-01,True
498,2026-07-01,True
499,2026-07-01,True
500,2026-07-01,False
501,2026-07-01,True
502,2026-07-01,True
503,2026-07-01,True
504,2026-07-01,False
505,2026-07-01,False
506,2026-07-01,False
507,2026-07-01,True
508,2026-07-01,False
509,2026-07-01,True
510,2026-07-01,True
511,2026-07-01,False
512,2026-07-01,False
513,2026-07-01,True
514,2026-07-01,True
515,2026-07-01,True
516,2026-07-01,True
517,2026-07-01,True
518,2026-07-01,False
519,2026-07-01,False
520,2026-07-01,False
521,2026-07-01,False
522,2026-07-01,True
523,2026-07-01,False
524,2026-07-01,True
525,2026-07-01,False
526,2026-07-01,False
527,2026-07-01,False
528,2026-07-01,False
529,2026-07-01,False
530,2026-07-01,True
531,2026-07-01,False
532,2026-07-01,False
533,2026-07-01,True
534,2026-07-01,False
535,2026-07-01,True
536,2026-07-01,True
537,2026-07-01,False
538,2026-07-01,False
539,2026-07-01,True
540,2026-07-01,False
541,2026-07-01,False
542,2026-07-01,False
543,2026-07-01,False
544,2026-07-01,True
545,2026-07-01,True
546,2026-07-01,True
547,2026-07-01,False
548,2026-07-01,True
549,2026-07-01,True
550,2026-07-01,True
551,2026-07-01,True
552,2026-07-01,True
553,2026-07-01,False
554,2026-07-01,True
555,2026-07-01,True
556,2026-07-01,False
557,2026-07-01,False
558,2026-07-01,False
559,2026-07-01,True
560,2026-07-01,True
561,2026-07-01,True
562,2026-07-01,True
563,2026-07-01,False
564,2026-07-01,True
565,2026-07-01,False
566,2026-07-01,True
567,2026-07-01,False
568,2026-07-01,True
569,2026-07-01,False
570,2026-07-01,True
571,2026-07-01,False
572,2026-07-01,False
573,2026-07-01,True
574,2026-07-01,False
575,2026-07-01,False
576,2026-07-01,False
577,2026-07-01,False
578,2026-07-01,False
579,2026-07-01,False
580,2026-07-01,False
581,2026-07-01,False
582,2026-07-01,False
583,2026-07-01,True
584,2026-07-01,False
585,2026-07-01,False
586,2026-07-01,True
587,2026-07-01,False
588,2026-07-01,False
589,2026-07-01,True
590,2026-07-01,True
591,2026-07-01,False
592,2026-07-01,False
593,2026-07-01,False
594,2026-07-01,False
595,2026-07-01,True
596,2026-07-01,True
597,2026-07-01,False
598,2026-07-01,True
599,2026-07-01,True
600,2026-07-01,True
601,2026-07-01,False
602,2026-07-01,True
603,2026-07-01,False
604,2026-07-01,False
605,2026-07-01,False
606,2026-07-01,False
607,2026-07-01,False
608,2026-07-01,False
609,2026-07-01,True
610,2026-07-01,True
611,2026-07-01,True
612,2026-07-01,True
613,2026-07-01,False
614,2026-07-01,True
615,2026-07-01,True
616,2026-07-01,False
617,2026-07-01,True
618,2026-07-01,True
619,2026-07-01,True
620,2026-07-01,True
621,2026-07-01,True
622,2026-07-01,True
623,2026-07-01,True
624,2026-07-01,False
625,2026-07-01,False
626,2026-07-01,False
627,2026-07-01,True
628,2026-07-01,False
629,2026-07-01,False
630,2026-07-01,False
631,2026-07-01,False
632,2026-07-01,True
633,2026-07-01,True
634,2026-07-01,False
635,2026-07-01,True
636,2026-07-01,True
637,2026-07-01,True
638,2026-07-01,True
639,2026-07-01,True
640,2026-07-01,True
641,2026-07-01,True
642,2026-07-01,True
643,2026-07-01,True
644,2026-07-01,False
645,2026-07-01,False
646,2026-07-01,False
647,2026-07-01,True
648,2026-07-01,True
649,2026-07-01,False
650,2026-07-01,False
651,2026-07-01,True
652,2026-07-01,False
653,2026-07-01,False
654,2026-07-01,True
655,2026-07-01,False
656,2026-07-01,True
657,2026-07-01,True
658,2026-07-01,True
659,2026-07-01,False
660,2026-07-01,False
661,2026-07-01,False
662,2026-07-01,False
663,2026-07-01,False
664,2026-07-01,True
665,2026-07-01,True
666,2026-07-01,True
667,2026-07-01,True
668,2026-07-01,False
669,2026-07-01,False
670,2026-07-01,False
671,2026-07-01,True
672,2026-07-01,False
673,2026-07-01,False
674,2026-07-01,True
675,2026-07-01,False
676,2026-07-01,False
677,2026-07-01,False
678,2026-07-01,False
679,2026-07-01,True
680,2026-07-01,True
681,2026-07-01,True
682,2026-07-01,True
683,2026-07-01,False
684,2026-07-01,False
685,2026-07-01,True
686,2026-07-01,False
687,2026-07-01,True
688,2026-07-01,True
689,2026-07-01,False
690,2026-07-01,False
691,2026-07-01,True
692,2026-07-01,False
693,2026-07-01,True
694,2026-07-01,False
695,2026-07-01,False
696,2026-07-01,True
697,2026-07-01,False
698,2026-07-01,False
699,2026-07-01,False
700,2026-07-01,False
701,2026-07-01,True
702,2026-07-01,True
703,2026-07-01,False
704,2026-07-01,True
705,2026-07-01,False
706,2026-07-01,True
707,2026-07-01,True
708,2026-07-01,True
709,2026-07-01,True
710,2026-07-01,True
711,2026-07-01,True
712,2026-07-01,True
713,2026-07-01,True
714,2026-07-01,False
715,2026-07-01,True
716,2026-07-01,True
717,2026-07-01,True
718,2026-07-01,True
719,2026-07-01,False
720,2026-07-01,False
721,2026-07-01,False
722,2026-07-01,False
723,2026-07-01,True
724,2026-07-01,False
725,2026-07-01,False
726,2026-07-01,False
727,2026-07-01,True
728,2026-07-01,False
729,2026-07-01,False
730,2026-07-01,True
731,2026-07-01,False
732,2026-07-01,True
733,2026-07-01,True
734,2026-07-01,False
735,2026-07-01,True
736,2026-07-01,True
737,2026-07-01,False
738,2026-07-01,False
739,2026-07-01,False
740,2026-07-01,False
741,2026-07-01,False
742,2026-07-01,True
743,2026-07-01,False
744,2026-07-01,True
745,2026-07-01,True
746,2026-07-01,True
747,2026-07-01,True
748,2026-07-01,True
749,2026-07-01,True
750,2026-07-01,False
751,2026-07-01,False
752,2026-07-01,False
753,2026-07-01,False
754,2026-07-01,False
755,2026-07-01,True
756,2026-07-01,False
757,2026-07-01,True
758,2026-07-01,True
759,2026-07-01,False
760,2026-07-01,False
761,2026-07-01,True
762,2026-07-01,False
763,2026-07-01,False
764,2026-07-01,False
765,2026-07-01,False
766,2026-07-01,True
767,2026-07-01,False
768,2026-07-01,False
769,2026-07-01,True
770,2026-07-01,True
771,2026-07-01,False
772,2026-07-01,False
773,2026-07-01,False
774,2026-07-01,False
775,2026-07-01,False
776,2026-07-01,True
777,2026-07-01,False
778,2026-07-01,True
779,2026-07-01,False
780,2026-07-01,False
781,2026-07-01,True
782,2026-07-01,True
783,2026-07-01,True
784,2026-07-01,False
785,2026-07-01,True
786,2026-07-01,True
787,2026-07-01,False
788,2026-07-01,False
789,2026-07-01,False
790,2026-07-01,True
791,2026-07-01,True
792,2026-07-01,False
793,2026-07-01,True
794,2026-07-01,True
795,2026-07-01,True
796,2026-07-01,False
797,2026-07-01,False
798,2026-07-01,True
799,2026-07-01,True
800,2026-07-01,False
801,2026-07-01,False
802,2026-07-01,True
803,2026-07-01,False
804,2026-07-01,True
805,2026-07-01,True
806,2026-07-01,True
807,2026-07-01,False
808,2026-07-01,False
809,2026-07-01,True
810,2026-07-01,True
811,2026-07-01,False
812,2026-07-01,True
813,2026-07-01,False
814,2026-07-01,True
815,2026-07-01,False
816,2026-07-01,False
817,2026-07-01,False
818,2026-07-01,True
819,2026-07-01,False
820,2026-07-01,True
821,2026-07-01,True
822,2026-07-01,True
823,2026-07-01,True
824,2026-07-01,False
825,2026-07-01,True
826,2026-07-01,False
827,2026-07-01,True
828,2026-07-01,False
829,2026-07-01,True
830,2026-07-01,True
831,2026-07-01,True
832,2026-07-01,True
833,2026-07-01,False
834,2026-07-01,False
835,2026-07-01,False
836,2026-07-01,True
837,2026-07-01,False
838,2026-07-01,False
839,2026-07-01,False
840,2026-07-01,True
841,2026-07-01,True
842,2026-07-01,True
843,2026-07-01,False
844,2026-07-01,True
845,2026-07-01,False
846,2026-07-01,True
847,2026-07-01,True
848,2026-07-01,False
849,2026-07-01,True
850,2026-07-01,False
851,2026-07-01,False
852,2026-07-01,False
853,2026-07-01,False
854,2026-07-01,False
855,2026-07-01,False
856,2026-07-01,True
857,2026-07-01,True
858,2026-07-01,True
859,2026-07-01,False
860,2026-07-01,True
861,2026-07-01,True
862,2026-07-01,False
863,2026-07-01,True
864,2026-07-01,True
865,2026-07-01,True
866,2026-07-01,False
867,2026-07-01,False
868,2026-07-01,False
869,2026-07-01,True
870,2026-07-01,True
871,2026-07-01,False
872,2026-07-01,False
873,2026-07-01,False
874,2026-07-01,True
875,2026-07-01,False
876,2026-07-01,False
877,2026-07-01,True
878,2026-07-01,False
879,2026-07-01,True
880,2026-07-01,False
881,2026-07-01,True
882,2026-07-01,True
883,2026-07-01,False
884,2026-07-01,False
885,2026-07-01,True
886,2026-07-01,True
887,2026-07-01,False
888,2026-07-01,True
889,2026-07-01,False
890,2026-07-01,True
891,2026-07-01,True
892,2026-07-01,False
893,2026-07-01,True
894,2026-07-01,False
895,2026-07-01,True
896,2026-07-01,False
897,2026-07-01,True
898,2026-07-01,True
899,2026-07-01,True
900,2026-07-01,False
901,2026-07-01,False
902,2026-07-01,True
903,2026-07-01,False
904,2026-07-01,True
905,2026-07-01,True
906,2026-07-01,True
907,2026-07-01,False
908,2026-07-01,False
909,2026-07-01,False
910,2026-07-01,True
911,2026-07-01,False
912,2026-07-01,True
913,2026-07-01,True
914,2026-07-01,True
915,2026-07-01,True
916,2026-07-01,True
917,2026-07-01,False
918,2026-07-01,True
919,2026-07-01,True
920,2026-07-01,True
921,2026-07-01,False
922,2026-07-01,True
923,2026-07-01,False
924,2026-07-01,True
925,2026-07-01,False
926,2026-07-01,True
927,2026-07-01,False
928,2026-07-01,False
929,2026-07-01,True
930,2026-07-01,True
931,2026-07-01,False
932,2026-07-01,True
933,2026-07-01,True
934,2026-07-01,True
935,2026-07-01,False
936,2026-07-01,True
937,2026-07-01,False
938,2026-07-01,True
939,2026-07-01,False
940,2026-07-01,True
941,2026-07-01,False
942,2026-07-01,False
943,2026-07-01,True
944,2026-07-01,True
945,2026-07-01,True
946,2026-07-01,True
947,2026-07-01,False
948,2026-07-01,True
949,2026-07-01,False
950,2026-07-01,False
951,2026-07-01,False
952,2026-07-01,False
953,2026-07-01,False
954,2026-07-01,False
955,2026-07-01,True
956,2026-07-01,True
957,2026-07-01,False
958,2026-07-01,False
959,2026-07-01,False
960,2026-07-01,True
961,2026-07-01,False
962,2026-07-01,True
963,2026-07-01,False
964,2026-07-01,True
965,2026-07-01,True
966,2026-07-01,False
967,2026-07-01,True
968,2026-07-01,True
969,2026-07-01,False
970,2026-07-01,True
971,2026-07-01,False
972,2026-07-01,True
973,2026-07-01,False
974,2026-07-01,True
975,2026-07-01,True
976,2026-07-01,True
977,2026-07-01,False
978,2026-07-01,False
979,2026-07-01,True
980,2026-07-01,True
981,2026-07-01,True
982,2026-07-01,True
983,2026-07-01,True
984,2026-07-01,True
985,2026-07-01,True
986,2026-07-01,False
987,2026-07-01,True
988,2026-07-01,False
989,2026-07-01,True
990,2026-07-01,False
991,2026-07-01,True
992,2026-07-01,True
993,2026-07-01,True
994,2026-07-01,False
995,2026-07-01,True
996,2026-07-01,False
997,2026-07-01,False
998,2026-07-01,True
999,2026-07-01,False
1000,2026-07-01,False
1001,2026-07-01,True
1002,2026-07-01,True
1003,2026-07-01,False
1004,2026-07-01,True
1005,2026-07-01,True
1006,2026-07-01,False
1007,2026-07-01,True
1008,2026-07-01,True
1009,2026-07-01,False
1010,2026-07-01,False
1011,2026-07-01,False
1012,2026-07-01,True
1013,2026-07-01,True
1014,2026-07-01,False
1015,2026-07-01,False
1016,2026-07-01,True
1017,2026-07-01,False
1018,2026-07-01,False
1019,2026-07-01,True
1020,2026-07-01,False
1021,2026-07-01,True
1022,2026-07-01,False
1023,2026-07-01,False
1024,2026-07-01,False
1025,2026-07-01,True
1026,2026-07-01,True
1027,2026-07-01,False
1028,2026-07-01,True
1029,2026-07-01,True
1030,2026-07-01,True
1031,2026-07-01,True
1032,2026-07-01,True
1033,2026-07-01,False
1034,2026-07-01,True
1035,2026-07-01,True
1036,2026-07-01,True
1037,2026-07-01,True
1038,2026-07-01,True
1039,2026-07-01,True
1040,2026-07-01,True
1041,2026-07-01,True
1042,2026-07-01,True
1043,2026-07-01,True
1044,2026-07-01,False
1045,2026-07-01,True
1046,2026-07-01,True
1047,2026-07-01,False
1048,2026-07-01,True
1049,2026-07-01,False
1050,2026-07-01,False
1051,2026-07-01,False
1052,2026-07-01,False
1053,2026-07-01,True
1054,2026-07-01,True
1055,2026-07-01,False
1056,2026-07-01,False
1057,2026-07-01,False
1058,2026-07-01,True
1059,2026-07-01,True
1060,2026-07-01,True
1061,2026-07-01,False
1062,2026-07-01,False
1063,2026-07-01,True
1064,2026-07-01,True
1065,2026-07-01,True
1066,2026-07-01,False
1067,2026-07-01,False
1068,2026-07-01,False
1069,2026-07-01,False
1070,2026-07-01,True
1071,2026-07-01,False
1072,2026-07-01,True
1073,2026-07-01,True
1074,2026-07-01,True
1075,2026-07-01,True
1076,2026-07-01,False
1077,2026-07-01,True
1078,2026-07-01,True
1079,2026-07-01,False
1080,2026-07-01,False
1081,2026-07-01,False
1082,2026-07-01,False
1083,2026-07-01,True
1084,2026-07-01,False
1085,2026-07-01,False
1086,2026-07-01,True
1087,2026-07-01,True
1088,2026-07-01,False
1089,2026-07-01,True
1090,2026-07-01,True
1091,2026-07-01,False
1092,2026-07-01,True
1093,2026-07-01,False
1094,2026-07-01,True
1095,2026-07-01,True
1096,2026-07-01,False
1097,2026-07-01,True
1098,2026-07-01,False
1099,2026-07-01,True
1100,2026-07-01,True
1101,2026-07-01,False
1102,2026-07-01,True
1103,2026-07-01,True
1104,2026-07-01,False
1105,2026-07-01,True
1106,2026-07-01,False
1107,2026-07-01,True
1108,2026-07-01,False
1109,2026-07-01,False
1110,2026-07-01,True
1111,2026-07-01,True
1112,2026-07-01,True
1113,2026-07-01,False
1114,2026-07-01,True
1115,2026-07-01,False
1116,2026-07-01,True
1117,2026-07-01,False
1118,2026-07-01,True
1119,2026-07-01,True
1120,2026-07-01,True
1121,2026-07-01,False
1122,2026-07-01,True
1123,2026-07-01,True
1124,2026-07-01,True
1125,2026-07-01,False
1126,2026-07-01,True
1127,2026-07-01,True
1128,2026-07-01,True
1129,2026-07-01,False
1130,2026-07-01,False
1131,2026-07-01,True
1132,2026-07-01,False
1133,2026-07-01,True
1134,2026-07-01,False
1135,2026-07-01,True
1136,2026-07-01,True
1137,2026-07-01,False
1138,2026-07-01,True
1139,2026-07-01,False
1140,2026-07-01,False
1141,2026-07-01,True
1142,2026-07-01,False
1143,2026-07-01,False
1144,2026-07-01,True
1145,2026-07-01,False
1146,2026-07-01,True
1147,2026-07-01,True
1148,2026-07-01,True
1149,2026-07-01,True
1150,2026-07-01,True
1151,2026-07-01,False
1152,2026-07-01,True
1153,2026-07-01,True
1154,2026-07-01,True
1155,2026-07-01,True
1156,2026-07-01,True
1157,2026-07-01,False
1158,2026-07-01,True
1159,2026-07-01,False
1160,2026-07-01,True
1161,2026-07-01,True
1162,2026-07-01,True
1163,2026-07-01,False
1164,2026-07-01,False
1165,2026-07-01,False
1166,2026-07-01,True
1167,2026-07-01,True
1168,2026-07-01,False
1169,2026-07-01,True
1170,2026-07-01,True
1171,2026-07-01,True
1172,2026-07-01,False
1173,2026-07-01,False
1174,2026-07-01,False
1175,2026-07-01,False
1176,2026-07-01,False
1177,2026-07-01,True
1178,2026-07-01,True
1179,2026-07-01,False
1180,2026-07-01,True
1181,2026-07-01,True
1182,2026-07-01,False
1183,2026-07-01,False
1184,2026-07-01,False
1185,2026-07-01,False
1186,2026-07-01,True
1187,2026-07-01,False
1188,2026-07-01,False
1189,2026-07-01,False
1190,2026-07-01,False
1191,2026-07-01,True
1192,2026-07-01,True
1193,2026-07-01,True
1194,2026-07-01,True
1195,2026-07-01,False
1196,2026-07-01,False
1197,2026-07-01,True
1198,2026-07-01,True
1199,2026-07-01,True
1200,2026-07-01,True
1201,2026-07-01,True
1202,2026-07-01,True
1203,2026-07-01,True
1204,2026-07-01,True
1205,2026-07-01,False
1206,2026-07-01,False
1207,2026-07-01,True
1208,2026-07-01,False
1209,2026-07-01,False
1210,2026-07-01,True
1211,2026-07-01,True
1212,2026-07-01,True
1213,2026-07-01,False
1214,2026-07-01,False
1215,2026-07-01,True
1216,2026-07-01,False
1217,2026-07-01,False
1218,2026-07-01,True
1219,2026-07-01,True
1220,2026-07-01,False
1221,2026-07-01,False
1222,2026-07-01,False
1223,2026-07-01,False
1224,2026-07-01,True
1225,2026-07-01,False
1226,2026-07-01,False
1227,2026-07-01,True
1228,2026-07-01,False
1229,2026-07-01,True
1230,2026-07-01,True
1231,2026-07-01,True
1232,2026-07-01,False
1233,2026-07-01,False
1234,2026-07-01,True
1235,2026-07-01,True
1236,2026-07-01,False
1237,2026-07-01,True
1238,2026-07-01,False
1239,2026-07-01,False
1240,2026-07-01,True
1241,2026-07-01,False
1242,2026-07-01,False
1243,2026-07-01,True
1244,2026-07-01,True
1245,2026-07-01,True
1246,2026-07-01,True
1247,2026-07-01,True
